eta,beta_a,beta_s
0.112719797534426,0.233417962483063,0.559661892096298
0.119719753876604,0.225018603564294,0.590014871548004
0.119719753876604,0.225018603564294,0.590014871548004
0.14822692498893,0.297999003322014,0.596467607754565
0.163894753150112,0.270591244997938,0.679027195686343
0.176471535129672,0.222882140499389,0.714823364035242
0.161319333421317,0.403615320935999,0.582694748318151
0.161258133878501,0.401221245454048,0.583857839351459
0.161706362850764,0.567276167130854,0.489560066655031
0.137376158198012,0.361526579446184,0.53541534944535
0.068960884353772,0.407374145556184,0.353427881637939
0.086790507172497,0.460286962508905,0.364950960312206
0.129109224385978,0.667818911107714,0.34603854760908
0.117390086653689,0.64060993079512,0.322242360159009
0.099240793630793,0.599407523455319,0.319598138935638
0.165475994297678,0.875602552138266,0.313106009481827
0.12872309131796,0.71390225182326,0.334765770439244
0.102408024379901,0.25479524398528,0.50389847197547
0.118727093194017,0.358539140804376,0.490678940823281
0.166068698935478,0.5884750581055,0.471951598308402
0.166068698935478,0.5884750581055,0.471951598308402
0.094355263495619,0.299650769454649,0.471839547993871
0.094355263495619,0.299650769454649,0.471839547993871
0.177131491734253,0.832241890308609,0.354813093199146
0.181472709002166,0.735897969748897,0.447835137495924
0.104073767408543,0.232055879817266,0.539053751477868
0.178275918726013,0.717429734161769,0.426218853933482
0.140888380752848,0.572573805956379,0.43204405610509
0.152541650333942,0.630755291493139,0.426834574362023
0.134105370536947,0.457353037754487,0.471339302951789
0.140811402416998,0.067210334745326,0.746347061430896
0.140811402416998,0.067210334745326,0.746347061430896
0.194130465072186,0.985058730495548,0.328457473485969
0.215338253712432,0.9102156190294,0.423770633986969
0.113028163143263,0.419219889922962,0.44708327040067
0.106889956696493,0.39363545188416,0.445826405658961
0.105359110502248,0.341483610334346,0.485405210362657
0.121493117336056,0.410363775560491,0.476822028348766
0.177264940374415,0.731460603133888,0.429551950562138
0.176898883693069,0.585556458928264,0.497688204414387
0.147660808326991,0.362320567220231,0.559731936177633
0.144272710712193,0.519738790780606,0.455838354180111
0.088174344188408,0.136105016749333,0.640358923596842
0.226642566063964,0.836066023930078,0.4834623527851
0.165487624607474,0.556575004325543,0.477630339802377
0.160539615801949,0.683584172360398,0.407334588903652
0.129789865258658,0.479873973591317,0.45232746781286
0.128893215613496,0.384067168132677,0.508776952883579
0.149198302528301,0.647839781583115,0.397603242476494
0.139291112079077,0.262003211377593,0.610909668269631
0.120997353794329,0.281590207738554,0.550335951246508
0.093444882339323,0.091876586968767,0.591124955027177
0.190388906449522,0.818660141773575,0.393595515325685
0.184366884539657,0.590825392756945,0.520994739461808
0.184435633135688,0.581537720904835,0.51567621710288
0.170455369973096,0.738334264162972,0.39099662437099
0.206893353761727,0.804610104136975,0.437823868175601
0.226964492031499,0.845521714234394,0.474023400602728
0.122286218313158,0.619523756383785,0.358129462017339
0.090734529524774,0.578133698666865,0.308251807666161
0.16411199135069,0.666762411952217,0.437609467582674
0.190888700426409,0.705007122031391,0.469629609922437
0.230834152632531,0.777789705656412,0.523838924508333
0.047673097064223,0.323743963188012,0.339274531108867
0.161889029264834,0.58089224209655,0.471425995388186
0.182269668948981,0.591906096840821,0.519005263347053
0.221016088215996,0.714233718884117,0.527655436015429
0.204112510591418,0.80991121125954,0.455647685412411
0.247157811905808,0.980648304990469,0.452196683749339
0.184045784968893,0.805175940288135,0.397542880922873
0.103894766559108,0.359888752673708,0.460111072562397
0.186489190097882,0.729996426602982,0.441003682290229
0.171371920383811,0.771667723942209,0.38610861691441
0.09075511144383,0.257006973880695,0.486614284315427
0.171621018516874,0.801566658433547,0.372694429367074
0.161264648405211,0.513441849506196,0.530827016012804
0.137816268629998,0.105820955446246,0.694683867707156
0.183716949571754,0.400364100986797,0.618832129282205
0.219748086284904,0.940419780323566,0.419938226133564
0.163941127360799,0.381858840136586,0.582444877844083
0.137152778482733,0.379164119667289,0.533499733548851
0.138451748613173,0.214264914110798,0.639692130790414
0.104771859572812,0.09459676334204,0.639399615617287
0.104771859572812,0.09459676334204,0.639399615617287
0.140937237088667,0.582317291890799,0.415398016224574
0.166988733958219,0.677795535149416,0.433817627324761
0.154869747098208,0.714615447211395,0.380384538897814
0.153871218866439,0.636126756829379,0.415576116357227
0.169023998410249,0.642594753849733,0.446293020699505
0.169023998410249,0.642594753849733,0.446293020699505
0.137655968262834,0.139329487531836,0.693743300737713
0.131717674584442,0.228661329032893,0.613631241489612
0.136796338736409,0.115745952934043,0.693427107565064
0.147496688092002,0.165894594856825,0.6880590704262
0.206874902786474,0.593555789167896,0.583556438401121
0.073441247371222,0.730876531905201,0.23848983772301
0.155510458909555,0.522168923554434,0.49781994753241
0.164670424120288,0.841928227142961,0.337591551173542
0.19316020619215,0.683572447699848,0.488683516469244
0.192752882552415,0.711555455875385,0.461653234821014
0.114010019522746,0.631549877791679,0.330743733420132
0.220685053778463,0.604855946397495,0.599109910785317
0.141688381358996,0.622727661112317,0.3940942933019
0.133410033752696,0.733183952966055,0.334824681888713
0.180811212201014,0.596902950120172,0.51692372701721
0.171006008687363,0.695079291063253,0.423127120771236
0.146607244539864,0.756061619994785,0.339039366337187
0.151119452882773,0.619595746580075,0.403412343957425
0.208841788296872,0.967413014363764,0.358752729924772
0.120598864506848,0.321544428543233,0.51818691977924
0.131795959988399,0.64297613565642,0.358850766118041
0.123653537955973,0.447339666388692,0.444427759093531
0.206434609867556,0.902674893782093,0.404691676356941
0.166063613644577,0.668880805760297,0.423927721552463
0.178612995079793,0.817232009590331,0.375521610360085
0.092519017753381,0.346789045396132,0.437415339446451
0.115898440037204,0.344656247788956,0.488404447083345
0.108872640209063,0.137947585831763,0.600002435447167
0.10599006113872,0.321162942671606,0.487029466053498
0.105433022848946,0.280414643761134,0.498526380994628
0.172093208633596,0.560157270177696,0.515995830731029
0.152386503989122,0.317919624880897,0.598056560093408
0.154625945630107,0.265800155102552,0.654254160733234
0.193991388319533,0.435973424986246,0.63577942961658
0.141548959253052,0.26453717965569,0.63304520209213
0.087904985161342,0.273046582524019,0.478892168194868
0.078976005154288,0.292894659693242,0.440636087733759
0.082702830957603,0.39201391394031,0.390946644486419
0.197018687666144,0.706732965733291,0.492793381729455
0.113995435817964,0.613725151904163,0.345474250239325
0.145369532525155,0.647353761654975,0.39797370473537
0.155342231593703,0.762715667083781,0.349740348260732
0.155497808197986,0.652853702540696,0.419385608829108
0.171860944971678,0.095019217580338,0.783426144155986
0.130946792951969,0.400584349598857,0.507903878721295
0.153244946211375,0.476711461178494,0.5089489275185
0.156186871112247,0.625286507124948,0.436446523040564
0.156186871112247,0.625286507124948,0.436446523040564
0.094788259772118,0.086267379231363,0.603336772416134
0.094788259772118,0.086267379231363,0.603336772416134
0.11967469685283,0.329148531911199,0.529619116415731
0.183064956767575,0.777623504841575,0.421970256174164
0.127815586053606,0.391535736592117,0.497203805191002
0.135217207455645,0.476080730616888,0.458698402318049
0.120718254454944,0.23526262425163,0.587186158225232
0.139604397184324,0.30983577010954,0.579237043356759
0.157707259031173,0.456824250430106,0.535596552710088
0.19498014691917,0.734649687926599,0.458327821212951
0.19498014691917,0.734649687926599,0.458327821212951
0.144312892429456,0.344677982229179,0.581187028939806
0.186870797850651,0.822075686765176,0.404456022080258
0.190507510256182,0.534920585783475,0.569433085086201
0.199968344936563,0.540719376697446,0.587529845649713
0.081299657923605,0.348198073873301,0.412761673638603
0.122356687705686,0.259277520975025,0.582386521645969
0.091465810562717,0.211847384964833,0.528603460529254
0.097693369803125,0.159644030795774,0.56156679935277
0.125527863291245,0.166773312924035,0.636299527413303
0.184444852396658,0.371985928815143,0.647479340191878
0.16131822965462,0.332098031276779,0.624774632375459
0.166640427174878,0.297998269908989,0.66695030993005
0.136648210958993,0.310089830841197,0.573951009339105
0.136801713882505,0.31707273160186,0.561705645129124
0.115366420647987,0.426590093288477,0.421217942342118
0.09881069717822,0.296874934509189,0.487890125329411
0.09881069717822,0.296874934509189,0.487890125329411
0.09881069717822,0.296874934509189,0.487890125329411
0.107650778566962,0.090424713978852,0.638417289140507
0.107650778566962,0.090424713978852,0.638417289140507
0.117622744264559,0.192634854731316,0.598743759900066
0.097628552139681,0.068764360559864,0.628975620411867
0.213803093631001,0.497461522364428,0.646122937777685
0.170317953953419,0.463945367184605,0.552901129193081
0.109689376207439,0.562934565334483,0.36062657077397
0.094210226272402,0.418159381307622,0.409093382270237
0.192577044999739,0.526251645049586,0.573471343522789
0.204546530892164,0.528996616528727,0.608495333744398
0.095449403465043,0.448194956723832,0.368712424355256
0.166702729962867,0.556131620804562,0.483221495312924
0.155839940445332,0.370514169194463,0.579611993074297
0.125350882851321,0.176632497045359,0.616214597912994
0.141501285358908,0.335230443287741,0.563137001248296
0.150481401248525,0.453695463448129,0.515622733835577
0.181633133601005,0.565611016885344,0.534625535408508
0.131457593829162,0.329935817656791,0.554066503518051
0.158363609870386,0.628232615768508,0.422658998236945
0.156181272989432,0.525544054244362,0.496219529167891
0.140433968163904,0.436606672144403,0.490056106869449
0.178092946193429,0.200450287211979,0.732076904343595
0.15534047582817,0.868190170799565,0.311723028265584
0.17537758521316,0.601673107495063,0.499304346797169
0.175261734090642,0.677130564700905,0.445971186914996
0.163356218424771,0.823655136802858,0.33307886331372
0.146647476803755,0.743249589245071,0.347262024335202
0.212785903369307,0.533189953111112,0.612718777668355
0.179107060922181,0.416395845651268,0.615225467269374
0.159291358591477,0.283412979082344,0.641937546291244
0.147580973370639,0.631339213668149,0.418544010030693
0.144782607951982,0.586321741610908,0.425757218053458
0.147002775861372,0.37486949309131,0.597420120709173
0.142146506641924,0.280265523616793,0.599895711070093
0.128861951097936,0.332163517609122,0.537056492769851
0.222066824243013,0.613827946893456,0.595261926199227
0.168612212403071,0.375079034245338,0.606758321318299
0.154363507933468,0.356448808485746,0.600255301425175
0.218678087894688,0.430833620232016,0.702733841466237
0.187205595980693,0.344078513689934,0.68512351097936
0.112365908375244,0.351872930119494,0.504017721070572
0.101669086616931,0.351524713851567,0.462211602734684
0.180624370387228,0.286603160738769,0.712090992011414
0.100637089763743,0.072876409944389,0.639311258420378
0.06166238054649,0.123617526415274,0.496112069327759
0.079505475566735,0.067883384551705,0.579716660756622
0.098860730049825,0.06634704786066,0.626425776878278
0.08030731422959,0.079972870262709,0.58092792713008
0.087790304709592,0.223531184596642,0.500315157358587
0.078835394687797,0.280843844485958,0.440065827804345
0.078835394687797,0.280843844485958,0.440065827804345
0.078835394687797,0.280843844485958,0.440065827804345
0.089080820635201,0.324871454206039,0.451299378020207
0.110410263427084,0.390822515783185,0.461775824409658
0.103266299036305,0.365633289349386,0.454707797501054
0.088957801942205,0.33534598566104,0.446716313228267
0.096828576550854,0.335676089387429,0.456619990225894
0.085282113692387,0.375884263657117,0.409111745784566
0.153270073360082,0.349667617005086,0.586352501016201
0.153531966260672,0.323462766270172,0.608834839926991
0.14983218722323,0.265859833912344,0.634511159602772
0.145381386575582,0.247607899884062,0.625194711928503
0.177499748530339,0.277060990300041,0.692911437586035
0.097569658459347,0.166762758000777,0.567222107761457
0.201958484971246,0.511773044818206,0.610991079760826
0.121011305965067,0.409454593727388,0.447926808325156
0.122277656148777,0.468489877732163,0.453233617378553
0.117642029252977,0.590628159228469,0.372102719468214
0.230498264246137,0.776572295795753,0.527644020022283
0.112343717979419,0.44038334086324,0.433453156203966
0.112343717979419,0.44038334086324,0.433453156203966
0.099312889369665,0.372265057405698,0.434411488292081
0.102077312278348,0.398973940781961,0.441444250916635
0.111172420146279,0.402770274747256,0.449828887090395
0.161545620485372,0.633833202305929,0.441829929938051
0.11712497767449,0.368080095651911,0.481549606843105
0.182882037963687,0.578191723952819,0.522275455697894
0.20635437528502,0.629670421723836,0.536595494383691
0.19153034436927,0.537715536167067,0.57342203639289
0.149623283035473,0.504393300647873,0.496557840322843
0.112658002125567,0.528927997088686,0.385913446175864
0.117163911507234,0.367439006839218,0.482459475737048
0.172735241095421,0.711988369247262,0.507421214237787
0.189578130453556,0.630158160821303,0.498273010648168
0.158920819279111,0.606344744202959,0.46052267830833
0.185390595911419,0.611902547602534,0.492865989071705
0.13200096926078,0.580351842161575,0.409719808371043
0.109900940636402,0.511736084839308,0.381330763738802
0.133830097506148,0.574800658178367,0.403467498585231
0.159620866381199,0.69472778980095,0.403284152617126
0.185196718427859,0.794352033929439,0.402756497096797
0.099644066239752,0.431460060571849,0.400434628453201
0.114505659074233,0.548117994630016,0.37298995581702
0.089929957355165,0.536940626468627,0.330959987161178
0.150530235691347,0.64996231896825,0.403784712304044
0.082219881135767,0.430007410685418,0.364225335260215
0.140959767292085,0.599221466498696,0.401383376918375
0.150904917683569,0.696279654486791,0.380224678554693
0.088242016332157,0.446582828897223,0.367616524498523
0.063857362672046,0.392214710723325,0.352653868569383
0.10507250196953,0.560574173215994,0.349516814416401
0.077657819042873,0.448179076713302,0.355180749396057
0.095873852065992,0.081435605085192,0.605971751052896
0.091768645905453,0.311085711894414,0.46116327350885
0.152333650082533,0.606504055728515,0.434804202573161
0.117418641937146,0.445240301467263,0.440144012351636
0.087305917633627,0.223467878590329,0.497368531386555
0.084467134494315,0.212272877231704,0.494545027320513
0.10124833966736,0.238422961068689,0.530803268612668
0.112031980397559,0.367862515253587,0.485904281449474
0.143802061508738,0.465552299793393,0.500169075260067
0.087064791648741,0.140942612405081,0.56342501098085
0.132525451409288,0.395653176015499,0.508642298904908
0.132525451409288,0.395653176015499,0.508642298904908
0.132525451409288,0.395653176015499,0.508642298904908
0.145736725759865,0.38547331398179,0.54915735151136
0.16553790180409,0.501127355526459,0.525573474137687
0.166604893346022,0.556956365413277,0.49329805751963
0.120731544906278,0.473810935267139,0.42470592156714
0.13953888270243,0.645779539270433,0.399367908581983
0.104882250784406,0.392764297851879,0.442995244362885
0.149860595696079,0.629737595255448,0.427986870345116
0.150559750974619,0.428626719183115,0.545121409900929
0.116903179417235,0.292409311550358,0.549483475607696
0.096770770732257,0.265075490090034,0.507702794013648
0.086749837343405,0.191128584369934,0.515329632708739
0.160216318017608,0.287141372035792,0.640596076302471
0.146242385774392,0.408600849034382,0.536864470558604
0.136885008952803,0.357965331417619,0.536912516257094
0.12544219944216,0.192296444117652,0.625729056436998
0.12544219944216,0.192296444117652,0.625729056436998
0.203012466496278,0.932092866292292,0.371731742152631
0.120287308850302,0.568761440458654,0.385890982172674
0.196676736250928,0.166198165810891,0.835232958513663
0.105776682948987,0.396828143627902,0.431458943323841
0.200635941675683,0.273849621595767,0.756777774962849
0.118459299746092,0.593857133165697,0.356723058884825
0.114161960269051,0.611300237295219,0.335529397844658
0.128259635302713,0.685967640321166,0.336982239919583
0.239874251759421,0.523523854123706,0.703817305209499
0.235762683339427,0.623747507313008,0.633007792952063
0.147990649824293,0.563130944492202,0.448231606334417
0.092204454382345,0.308757576021735,0.456926227576629
0.164924634918874,0.659069396150946,0.449822860945961
0.129826482910989,0.486888134960309,0.445146338357779
0.129826482910989,0.486888134960309,0.445146338357779
0.055580646826928,0.185190107948999,0.444899590916031
0.142890634566232,0.552681001466974,0.444014072231806
0.189390707157023,0.869459811764251,0.373329299692396
0.104428323584339,0.172561503032307,0.573602878721492
0.178648492733717,0.719351978330173,0.427879884157826
0.178648492733717,0.719351978330173,0.427879884157826
0.114649045306864,0.199714227942472,0.576039458605941
0.150766418562458,0.580591160689804,0.44516750691928
0.15175596161051,0.655539825762823,0.397485609126274
0.195275810905854,0.869303147123241,0.395967205325639
0.180595207130146,0.909052724351543,0.345639777047846
0.16873339808591,0.882953700218095,0.31941746395892
0.136723499510976,0.299015247873666,0.576179302335346
0.215482765991761,0.67303577015248,0.543778866165367
0.227872667320225,0.581628774606532,0.632128934478568
0.152040584988515,0.154039308164527,0.702015657546045
0.152040584988515,0.154039308164527,0.702015657546045
0.152810201275834,0.184389404634904,0.679489495777263
0.199036733276598,0.392013230603968,0.674305794969343
0.120484112691735,0.102853978174746,0.66521175828498
0.219205360926117,0.581457627298018,0.607510183872087
0.150923739879887,0.335764039911455,0.601679126748887
0.128205411494181,0.186316444147902,0.6273920695951
0.128205411494181,0.186316444147902,0.6273920695951
0.128205411494181,0.186316444147902,0.6273920695951
0.188357360685124,0.818318509943767,0.401344965879167
0.188357360685124,0.818318509943767,0.401344965879167
0.097593588683164,0.54165843735217,0.344766894785146
0.075938094262426,0.388466446359487,0.36819171495581
0.133779760830898,0.464808000183883,0.46194126330315
0.042309111242589,0.08140860068584,0.515470975042646
0.112096891482433,0.367590006910343,0.461927320953486
0.142855623935865,0.608484566417028,0.420231303608745
0.210808221903134,0.893911219510176,0.402708936971826
0.141992967740653,0.33795105137637,0.554029580674747
0.180381967585068,0.713466610461103,0.427194157657473
0.174893724417164,0.591317754117492,0.504833898234457
0.171694697730308,0.521915628889969,0.537918089813033
0.169818569360061,0.503166886755614,0.5341141697986
0.165101644870181,0.529775094976917,0.51369145859378
0.128363421141091,0.454923487079762,0.467285045700103
0.161915474133426,0.322886106795048,0.635372160866167
0.136342075605007,0.437482892591331,0.499339784163997
0.133763912317038,0.443101927017162,0.466564879323551
0.116855045660298,0.35965781627655,0.487925251619922
0.170774969136763,0.372231100226577,0.623563683053058
0.170774969136763,0.372231100226577,0.623563683053058
0.086484542194887,0.578107613132605,0.278602529470845
0.083463250938721,0.71595327525344,0.22509311012842
0.084958931294266,0.349399351060665,0.413446801522792
0.163164702099615,0.259468101577662,0.605468721419675
0.104297419245751,0.332827429217329,0.472367039625816
0.142078348320468,0.166017121923398,0.68012355907165
0.105691131024391,0.35388520628762,0.4698270600385
0.187579934491059,0.324172127558105,0.698999418029065
0.104760997080318,0.441195422244588,0.421614094420678
0.150468461789942,0.39439888663278,0.545048420135572
0.152720229832519,0.405927475303086,0.547846051464098
0.170332605662841,0.531369985497423,0.52248057426596
0.139922979192178,0.267659291227589,0.606861129284309
0.194283473311331,0.530910110606819,0.577720136906883
0.188222740055987,0.905310313434287,0.36189096106213
0.194355104478422,0.503425903402038,0.57718071019416
0.193277530975642,0.617117195101472,0.533760553164707
0.191790302673503,0.885503244458492,0.380372674926731
0.191965078312597,0.836636201389704,0.403328039024639
0.19271460581321,0.442829134210399,0.639538975526946
0.182235669209892,0.63140487644885,0.487116971698713
0.182235669209892,0.63140487644885,0.487116971698713
0.17162320670466,0.616185218981448,0.463560964176006
0.158702149404001,0.622831247010558,0.437334348426339
0.149848533728086,0.66342856606845,0.389932163772649
0.134514040596667,0.435350332589632,0.4995695857671
0.135390806022472,0.314226214293478,0.573850161008844
0.160733197603421,0.608008700768201,0.465523329353576
0.190767887038925,0.59226611344472,0.526499168602524
0.158380916940903,0.617478715200339,0.441068318539281
0.196713772263426,0.548472666381752,0.572363373568035
0.23492683718366,0.556598077788351,0.671543243825903
0.165860157588317,0.539177646576795,0.501229568503785
0.188909643484514,0.47470029133168,0.59877238819937
0.171572052945375,0.656240411916126,0.433986982224696
0.174773148704152,0.646293841330137,0.477384123470871
0.186618773587032,0.632349195034559,0.496687811486149
0.181138810174812,0.767668551552447,0.429104676352464
0.194761752305229,0.800615889417152,0.434565061980924
0.191920131399212,0.946888960083915,0.347237389636256
0.165004054403256,0.4346406513092,0.563440132019227
0.159994852534492,0.365021508447777,0.601367995307472
0.157121503414276,0.35921294898485,0.598418030602813
0.175108563227247,0.2979771265182,0.69066012142629
0.145415935894436,0.547659538925907,0.447630135321542
0.149435002646782,0.470494274411339,0.488351397887544
0.184238847039695,0.972503633626416,0.321496286462297
0.159562068495094,0.631081339012067,0.43489670397041
0.129024124671905,0.269681200322968,0.575243620537919
0.130654872717826,0.319239863385489,0.545962608526507
0.130734928423331,0.054307414271254,0.716034127025319
0.161088435072426,0.224467458055296,0.698238158084814
0.161088435072426,0.224467458055296,0.698238158084814
0.176957951399047,0.663355493578069,0.464602563752958
0.176957951399047,0.663355493578069,0.464602563752958
0.170235406814297,0.840244481702514,0.356418720712009
0.168805028579959,0.865811489454796,0.329507338627765
0.168805028579959,0.865811489454796,0.329507338627765
0.166088677774956,0.766573750629036,0.379823671207358
0.146141774091113,0.466586109922038,0.491806521458932
0.157843160156086,0.566033305419116,0.465950579425978
0.170644683502537,0.60896941388275,0.466165832043506
0.174455732812296,0.67993912661216,0.449645775229186
0.164010824159551,0.406380691491988,0.583757641365374
0.18122132565986,0.437354539233932,0.612979269742292
0.192240088586288,0.734856324254496,0.468258022616872
0.227000772419376,0.862696490798701,0.478470605681833
0.142869570030083,0.345818806499763,0.560256769247126
0.171700721891078,0.852329789895502,0.346413176743448
0.171700721891078,0.852329789895502,0.346413176743448
0.116071566449319,0.1149763596102,0.643493620932583
0.116071566449319,0.1149763596102,0.643493620932583
0.145869097013717,0.791117092775665,0.306600447340172
0.153422223358946,0.649275130313654,0.416692321842537
0.153422223358946,0.649275130313654,0.416692321842537
0.153880862770854,0.780794747734107,0.330002426756702
0.153880862770854,0.780794747734107,0.330002426756702
0.16235708285248,0.842556806626931,0.325392658847051
0.211554541549888,0.850123246963543,0.440649039960049
0.229494760618973,0.982093868524096,0.406527079289606
0.159540394136836,0.232834022897995,0.680560617112718
0.117475234316991,0.145199346288355,0.634416435871289
0.117475234316991,0.145199346288355,0.634416435871289
0.126975670194249,0.348096994793259,0.520843166402645
0.126975670194249,0.348096994793259,0.520843166402645
0.125225253384221,0.335932158141766,0.526599156812252
0.11115090069384,0.248335320306266,0.535851959538182
0.123305410389118,0.220666378010669,0.57970169475441
0.141096379877464,0.410061063804583,0.527539007162971
0.10573479732925,0.137224824741375,0.612099680196825
0.138095275923965,0.445660015109983,0.497536372121257
0.173699672177159,0.622986504670502,0.476815062274153
0.169500216467905,0.399488867933865,0.608203016098038
0.136955972200514,0.342220191075753,0.555298548534087
0.136955972200514,0.342220191075753,0.555298548534087
0.101100258581173,0.601037342428788,0.315545364085196
0.140537095032532,0.308629561217032,0.587096514753744
0.137740108328001,0.50338232214187,0.452726477464834
0.139716054902761,0.677693050272443,0.36676854611793
0.149369058728769,0.710759084672939,0.361553206075167
0.150157337685596,0.762139708037124,0.35024259286449
0.153015174947096,0.897175051088562,0.282561960016167
0.133347155456166,0.582311548008549,0.399930522251699
0.129283841374561,0.41778005410962,0.499757043501992
0.149565682992975,0.32194292924483,0.595098402721332
0.156090298012894,0.288433197924189,0.628811393658779
0.09255500023205,0.315830317062982,0.460224774687221
0.098871945910773,0.04263058745434,0.647880990693068
0.098871945910773,0.04263058745434,0.647880990693068
0.132511253652549,0.08046260177562,0.707116704825696
0.208153617530883,0.28264526509911,0.774813838618679
0.116618883068366,0.296038920887617,0.522837061479495
0.156423097603467,0.325711335037938,0.614602675893288
0.163216458838893,0.327082035955039,0.630110871762944
0.227124784007966,0.575708495732941,0.652274683833506
0.21779613061928,0.664470135483295,0.560245961098683
0.150795753650635,0.509651716104515,0.48290231510961
0.115704839400426,0.519963645496535,0.408963839021709
0.055593956716597,0.56484651164593,0.248608635395868
0.09228054907214,0.451782917468556,0.37397794446067
0.122400072981015,0.801173588619874,0.262738210251714
0.086460790936368,0.233057736089762,0.493851270552819
0.119946757408001,0.409190410888231,0.455035753016728
0.169209926580319,0.678424371405789,0.427868050940146
0.165666451075693,0.478915454903888,0.534672690984367
0.154577849333507,0.659707905509062,0.422940717846762
0.155381774577019,0.499496728825951,0.496132969066993
0.154227687692092,0.73151036173564,0.376028986503176
0.113175418116385,0.323308368366125,0.505004831343659
0.113175418116385,0.323308368366125,0.505004831343659
0.159415517124681,0.583025140008794,0.461899183601558
0.150484505756955,0.635566584428486,0.413917883688408
0.14964128882176,0.175398518559456,0.697367294549659
0.147842760798051,0.230749099082049,0.662183486830017
0.168898228990845,0.517406775694845,0.52908365418467
0.136341553734811,0.38102513340095,0.517394328842587
0.131641272767003,0.200137611029828,0.620924864062228
0.132742937480385,0.160580178733421,0.654831759460264
0.141998703944604,0.337519646966871,0.569238964781055
